CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCRBR5082M1,RIO PILON,RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO PILON,LOTICO,RIO,-99.86369,25.17326,2020,<2,Excelente,<10,Excelente,<10,Excelente,462,Aceptable,10,Excelente,,,104.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCRBR5083M1,RIO PILON (AGUAS ABAJO DE PTAR MONTEMORELOS),RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO PILON,LOTICO,RIO,-99.80042,25.17079,2020,<2,Excelente,<10,Excelente,<10,Excelente,2909,Contaminada,195,Buena calidad,,,103.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5084M1,RIO PILON (AGUAS ARRIBA PTAR. MONTEMORELOS),RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO PILON,LOTICO,RIO,-99.81455,25.17067,2020,<2,Excelente,<10,Excelente,<10,Excelente,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,109.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5085M1,RIO PILON (AGUAS ARRIBA PTAR. MONTEMORELOS II),RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO PILON,LOTICO,RIO,-99.73909,25.21013,2020,<2,Excelente,<10,Excelente,<10,Excelente,1956,Contaminada,109,Excelente,,,90.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5086M1,RIO PILON (AGUAS ABAJO PTAR. MONTEMORELOS II),RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO PILON,LOTICO,RIO,-99.72607,25.21835,2020,<2,Excelente,<10,Excelente,36.15,Buena calidad,2046,Contaminada,51,Excelente,,,100.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5088M2,RIO SALINAS CRUCE CON AUTOPISTA MONTERREY-LAREDO,RIO BRAVO,NUEVO LEON,CIENEGA DE FLORES,RIO PESQUERIA,RIO SALINAS,LOTICO,RIO,-100.21294,25.97686,2020,23.8,Aceptable,27.32,Aceptable,743.5,Fuertemente contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,100.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
OCRBR5090M1,PUENTE CABEZONES,RIO BRAVO,NUEVO LEON,LINARES,RIO POTOSI 1,RIO POTOSI,LOTICO,RIO,-99.74575,24.99036,2020,<2,Excelente,<10,Excelente,<10,Excelente,1100,Contaminada,1100,Fuertemente contaminada,,,83.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5091M1,AGUA ABAJO DE ESTACION HUERTAS,RIO BRAVO,NUEVO LEON,LINARES,RIO POTOSI 2,RIO POTOSI,LOTICO,RIO,-99.58634,24.99174,2020,<2,Excelente,<10,Excelente,<10,Excelente,880,Aceptable,20,Excelente,,,124.3,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCRBR5092M1,PABLILLO (LA PETACA),RIO BRAVO,NUEVO LEON,LINARES,RIO PABLILLO 2,RIO PABLILLO,LOTICO,RIO,-99.55923,24.85542,2020,<2,Excelente,<10,Excelente,<10,Excelente,1500,Contaminada,74,Excelente,,,105.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5096M2,ARROYO CANOAS VADO COMUNIDAD CANOAS,RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIo San Juan 1,ARROYO CANOAS,LOTICO,ARROYO,-99.95550,25.24166,2020,3.03,Buena calidad,35.48,Aceptable,<10,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,88.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5097M1,OBRA DE TOMA PRESA CERRO PRIETO,RIO BRAVO,NUEVO LEON,LINARES,RIO PABLILLO 2,PRESA CERRO PRIETO,LENTICO (HUMEDAL),PRESA,-99.40030,24.93919,2020,<2,Excelente,34.42,Aceptable,<10,Excelente,150,Buena calidad,150,Buena calidad,,,,,79.4,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCRBR5099M1,EL POPOTE (O CAMACHO),RIO BRAVO,NUEVO LEON,LINARES,RIO PABLILLO 2,RIO CAMACHO,LOTICO,RIO,-99.48854,24.89845,2020,<2,Excelente,<10,Excelente,<10,Excelente,1100,Contaminada,1100,Fuertemente contaminada,,,96.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5103M1,RIO BLANCO (AGUAS ABAJO DE LA PTAR DE ARAMBERRI),RIO BRAVO,NUEVO LEON,ARAMBERRI,RIO BLANCO,RIO BLANCO,LOTICO,RIO,-99.81487,24.11633,2020,<2,Excelente,<10,Excelente,12,Excelente,2400,Contaminada,7,Excelente,,,89.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5104M1,AGUAS ARRIBA DE ZARAGOZA,RIO BRAVO,NUEVO LEON,GENERAL ZARAGOZA,RIO BLANCO,RIO BLANCO,LOTICO,RIO,-99.77038,23.96856,2020,<2,Excelente,15.57,Buena calidad,<10,Excelente,75,Excelente,75,Excelente,,,83.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCRBR5110M1,CANAL ANZALDUAS (COLONIA AGRICOLA MARIO SOUZA),RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,CANAL ANZALDUAS,LOTICO,CANAL,-98.03159,25.65157,2020,5.53,Buena calidad,50.28,Contaminada,58,Buena calidad,2400,Contaminada,28,Excelente,,,87.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5111M1,PUENTE INTERNACIONAL VIEJO MATAMOROS.,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,RIO BRAVO,LOTICO (HUMEDAL),RIO,-97.51863,25.88574,2020,4.44,Buena calidad,108.33,Contaminada,18,Excelente,1100,Contaminada,1100,Fuertemente contaminada,,,76.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5112M1,DESEMBOCADURA RIO BRAVO,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,DESEMBOCADURA RIO BRAVO,LOTICO - COSTERO,OCEANO-MAR,-97.14732,25.95536,2020,,,,,76,Aceptable,,,,,173.3,Buena calidad,,,80.3,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5113M1,PLAYA BAGDAD 1,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,PLAYA BAGDAD 1,COSTERO (HUMEDAL),OCEANO-MAR,-97.14467,25.89678,2020,,,,,118,Aceptable,,,,,<3,Excelente,,,84.3,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5114M1,PLAYA BAGDAD 2,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,PLAYA BAGDAD 2,COSTERO (HUMEDAL),OCEANO-MAR,-97.15100,25.82686,2020,,,,,92,Aceptable,,,,,<3,Excelente,,,81.6,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5115M1,PLAYA BAGDAD 3,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,PLAYA BAGDAD 3,COSTERO (HUMEDAL),OCEANO-MAR,-97.16116,25.76534,2020,,,,,78,Aceptable,,,,,<3,Excelente,,,94.1,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5116M1,PLAYA BAGDAD 4,RIO BRAVO,TAMAULIPAS,MATAMOROS,RIO BRAVO 13,PLAYA BAGDAD 4,COSTERO,OCEANO-MAR,-97.18031,25.68453,2020,,,,,77,Aceptable,,,,,3.1,Excelente,,,93.3,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5117M1,LAGUNA MADRE HUMEDAL 4,RIO BRAVO,TAMAULIPAS,MATAMOROS,LAGUNA MADRE NORTE,LAGUNA MADRE,COSTERO (HUMEDAL),LAGUNA,-97.60047,25.27083,2020,,,,,57,Buena calidad,,,,,70.1,Excelente,,,70.6,Excelente,,,69.2,Buena calidad,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5118M1,LAGUNA MADRE HUMEDAL 5,RIO BRAVO,TAMAULIPAS,MATAMOROS,LAGUNA MADRE NORTE,LAGUNA MADRE,COSTERO (HUMEDAL),LAGUNA,-97.65130,25.29823,2020,,,,,42,Buena calidad,,,,,7.5,Excelente,,,88.4,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5119M1,LAGUNA MADRE HUMEDAL 6,RIO BRAVO,TAMAULIPAS,MATAMOROS,LAGUNA MADRE NORTE,LAGUNA MADRE,COSTERO (HUMEDAL),LAGUNA,-97.46439,25.33337,2020,,,,,61,Buena calidad,,,,,<3,Excelente,,,70.6,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5120M1,LAGUNA MADRE HUMEDAL 7,RIO BRAVO,TAMAULIPAS,MATAMOROS,LAGUNA MADRE NORTE,LAGUNA MADRE,COSTERO (HUMEDAL),LAGUNA,-97.47659,25.24516,2020,,,,,47,Buena calidad,,,,,5.2,Excelente,,,66.9,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,ND,ND,SI,SI,SI,COSTERO
OCRBR5121M1,DESEMBOCADURA LAGUNA MADRE,RIO BRAVO,TAMAULIPAS,MATAMOROS,LAGUNA MADRE NORTE,GOLFO DE MEXICO,LOTICO - COSTERO,OCEANO-MAR,-97.42351,25.23443,2020,,,,,52,Buena calidad,,,,,265,Contaminada,,,84.3,Excelente,81.3,Excelente,78.3,Excelente,,,,,,,,,<1,No Toxico,,,Rojo,"ENT_FEC,",ND,ND,SI,ND,ND,NO,SI,SI,COSTERO
OCRBR5122M1,AGUAS ABAJO DE PUENTE INTERNACIONAL NUEVO PROGRESO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-97.93943,26.05480,2020,2.54,Excelente,43.21,Contaminada,29,Buena calidad,1100,Contaminada,1100,Fuertemente contaminada,,,92.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5123M1W1,REPRESA EL RETAMAL,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,PE. DERIV. EL RETAMAL,LOTICO,RIO,-98.03412,26.05301,2020,2.82,Excelente,87.04,Contaminada,49,Buena calidad,460,Aceptable,210,Buena calidad,,,88.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCRBR5124M1,CANAL EL CULEBRON PUENTE CARRETERO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,CANAL EL CULEBRON,LOTICO,CANAL,-98.02763,26.02665,2020,3.06,Buena calidad,10.59,Buena calidad,89,Aceptable,2400,Contaminada,1100,Fuertemente contaminada,,,95.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5125M1,DREN AGRICOLA RIO BRAVO,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,DREN RIO BRAVO,LOTICO,DREN,-98.05768,26.01246,2020,33.56,Contaminada,154.6,Contaminada,19,Excelente,2400,Contaminada,4,Excelente,,,10.14,Contaminada,,,,,,,<1,No Toxico,5.534,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,OD%L,TOX_L,",NO,NO,SI,NO,SI,ND,NO,NO,LOTICO
OCRBR5126M1,PUENTE CARRETERO-109 (BRECHA),RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,CANAL ANZALDUAS,LOTICO,CANAL,-98.11823,25.98221,2020,6.34,Aceptable,13.96,Buena calidad,55,Buena calidad,2400,Contaminada,1100,Fuertemente contaminada,,,102.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5127M1,RIO BRAVO 1,RIO BRAVO,TAMAULIPAS,RIO BRAVO,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-98.12564,26.06162,2020,3.28,Buena calidad,60.35,Contaminada,13,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,97.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5128M1,CANAL GUILLERMO RODHE 1,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,CANAL GUILLERMO RODHE,LOTICO,CANAL,-98.24603,26.02418,2020,25.47,Aceptable,61.6,Contaminada,22,Excelente,2400,Contaminada,7,Excelente,,,69.6,Buena calidad,,,,,,,<1,No Toxico,4.847,Toxicidad moderada,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5129M1,RIO BRAVO 2,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-98.22753,26.07700,2020,2.78,Excelente,79.91,Contaminada,28,Buena calidad,1100,Contaminada,1100,Fuertemente contaminada,,,96.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5130M1,CANAL DE SALIDA DE LA LAGUNA LA ESCONDIDA EN SU CRUCE CON LA AV.ZAPOTECA,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,CANAL DE SALIDA LA LAGUNA LA ESCONDIDA,LOTICO,CANAL,-98.26096,26.05747,2020,42.55,Contaminada,128.97,Contaminada,87,Aceptable,2400,Contaminada,2400,Fuertemente contaminada,,,86.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,",NO,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5131M1,AGUAS ABAJO DEL PUENTE INTERNACIONAL REYNOSA,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-98.26489,26.08537,2020,<2,Excelente,20.1,Aceptable,27,Buena calidad,2400,Contaminada,210,Buena calidad,,,83.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5132M1,RIO BRAVO AGUAS ARRIBA PUENTE INTERNACIONAL REYNOSA,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-98.28634,26.10243,2020,<2,Excelente,26.9,Aceptable,29,Buena calidad,2400,Contaminada,20,Excelente,,,72.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5133M1,CANAL ANZALDUAS PUENTE PALO BLANCO,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,CANAL ANZALDUAS,LOTICO,CANAL,-98.16510,26.00388,2020,13.04,Aceptable,38.87,Aceptable,28,Buena calidad,2400,Contaminada,2400,Fuertemente contaminada,,,88.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5134M1,RIO BRAVO 3,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,RIO BRAVO,LOTICO,RIO,-98.33150,26.13132,2020,<2,Excelente,<10,Excelente,<10,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,91.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5136M1,RIO BRAVO 4 (AL NORESTE DE GUSTAVO DIAZ ORDAZ),RIO BRAVO,TAMAULIPAS,GUSTAVO DIAZ ORDAZ,RIO BRAVO 12,RIO BRAVO,LOTICO,RIO,-98.56545,26.23933,2020,23.73,Aceptable,52.09,Contaminada,35,Buena calidad,1100,Contaminada,1100,Fuertemente contaminada,,,85.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5137M2,DREN REYNOSA PONIENTE (LAS MUJERES) ANTES DE LA CONFLUENCIA CON CANAL ANZALDUAS,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,DREN REYNOSA PONIENTE,LOTICO,DREN,-98.29289,26.08911,2020,113.2,Contaminada,127.85,Contaminada,14,Excelente,2400,Contaminada,20,Excelente,,,42,Aceptable,,,,,,,<1,No Toxico,8.163,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,CF,TOX_L,",NO,NO,SI,NO,SI,ND,SI,NO,LOTICO
OCRBR5138M1,PUENTE RIO SAN JUAN,RIO BRAVO,TAMAULIPAS,CAMARGO,RIO SAN JUAN 3,RIO SAN JUAN,LOTICO,RIO,-98.84023,26.30753,2020,39.66,Contaminada,83.5,Contaminada,45,Buena calidad,2400,Contaminada,2400,Fuertemente contaminada,,,95.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DBO,DQO,CF,E_COLI,",NO,NO,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5140M1,RIO BRAVO (AGUAS ABAJO DREN RANCHERIAS),RIO BRAVO,TAMAULIPAS,CAMARGO,RIO BRAVO 12,RIO BRAVO,LOTICO,RIO,-98.89500,26.35357,2020,<2,Excelente,<10,Excelente,<10,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,97.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5141M1,DREN RANCHERIAS,RIO BRAVO,TAMAULIPAS,CAMARGO,RIO BRAVO 12,DREN RANCHERIAS,LOTICO,DREN,-98.93944,26.35335,2020,17.73,Aceptable,41.56,Contaminada,65,Buena calidad,2400,Contaminada,210,Buena calidad,,,86.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,CF,",SI,NO,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5142M1,RIO BRAVO 6 (FRENTE AL POBLADO LOS ANGELES),RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,RIO BRAVO 12,RIO BRAVO,LOTICO,RIO,-99.00192,26.39261,2020,4.28,Buena calidad,16.51,Buena calidad,<10,Excelente,2400,Contaminada,7,Excelente,,,89.6,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5145M2,ARCABUZ - 1,RIO BRAVO,NUEVO LEON,LOS ALDAMA,RIO SAN JUAN 3,RIO SAN JUAN,LOTICO,RIO,-99.18913,26.06504,2020,13.79,Aceptable,48.09,Contaminada,137,Aceptable,23,Excelente,9,Excelente,,,87.5,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LOTICO
OCRBR5148M2,RIO RAMOS AGUAS ARRIBA DEL EJIDO EL FRAILE,RIO BRAVO,NUEVO LEON,MONTEMORELOS,RIO SAN JUAN 1,RIO RAMOS,LOTICO,RIO,-99.94429,25.33803,2020,<2,Excelente,<10,Excelente,22.09,Excelente,1956,Contaminada,262,Buena calidad,,,104.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCRBR5149M2,LAGUNA LA ESCONDIDA (ENTRADA),RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,LAGUNA LA ESCONDIDA,LENTICO,LAGUNA,-98.28476,26.04574,2020,95.87,Contaminada,117.59,Contaminada,35,Buena calidad,2400,Contaminada,7,Excelente,,,,,34,Aceptable,,,,,,,,,1.58,Toxicidad moderada,,,2.32,Toxicidad moderada,,,Rojo,"DBO,DQO,CF,",NO,NO,SI,NO,SI,ND,SI,SI,LENTICO
OCRBR5183M1,"SITIO 1, CANAL DE LLAMADA TOMA NORTE MUESTRA SUPERFICIAL",RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,LENTICO (HUMEDAL),PRESA,-98.95864,26.28583,2020,<2,Excelente,16.11,Buena calidad,<10,Excelente,389,Aceptable,<3,Excelente,,,,,97,Excelente,95.4,Excelente,91.8,Excelente,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCRBR5191M1,"SITIO 5, CANAL DE LLAMADA TOMA SUR MUESTRA SUPERFICIAL",RIO BRAVO,TAMAULIPAS,CAMARGO,RIO SAN JUAN 3,PRESA MARTE R. GOMEZ,LENTICO (HUMEDAL),PRESA,-98.92999,26.19254,2020,8.67,Aceptable,65.58,Contaminada,12,Excelente,23,Excelente,7,Excelente,,,,,91.9,Excelente,84.4,Excelente,73.4,Excelente,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,",SI,NO,SI,SI,SI,ND,SI,SI,LENTICO
OCRBR5193M1,PUENTE INTERNACIONAL MIGUEL ALEMAN,RIO BRAVO,TAMAULIPAS,MIGUEL ALEMAN,RIO BRAVO 12,RIO BRAVO,LOTICO,RIO,-99.01942,26.40354,2020,<2,Excelente,<10,Excelente,<10,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,92.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5194M2,LAGUNA LA ESCONDIDA AL NORTE DEL CENTRO CULTURAL REYNOSA,RIO BRAVO,TAMAULIPAS,REYNOSA,RIO BRAVO 13,LAGUNA LA ESCONDIDA,LENTICO,LAGUNA,-98.27113,26.05497,2020,23.77,Aceptable,64.22,Contaminada,119,Aceptable,2400,Contaminada,2400,Fuertemente contaminada,,,,,94.1,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Rojo,"DQO,CF,E_COLI,",SI,NO,SI,NO,NO,ND,SI,SI,LENTICO
OCRBR5195M1,RIO ALAMO PUENTE CARRETERO,RIO BRAVO,TAMAULIPAS,MIER,RIO ALAMO,RIO ALAMO,LOTICO,RIO,-99.15277,26.45120,2020,<2,Excelente,<10,Excelente,<10,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,94.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5196M1,100 M AGUAS ABAJO DE LA PRESA FALCON,RIO BRAVO,TAMAULIPAS,GUERRERO,RIO BRAVO 12,RIO BRAVO,LOTICO,RIO,-99.17006,26.55448,2020,<2,Excelente,<10,Excelente,18,Excelente,2400,Contaminada,2400,Fuertemente contaminada,,,74.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCRBR5202M1,PRESA INTERNACIONAL FALCON 6,RIO BRAVO,TAMAULIPAS,GUERRERO,RIO BRAVO 11,PRESA INTERNACIONAL FALCON,LENTICO (HUMEDAL),PRESA,-99.24931,26.61445,2020,2.55,Excelente,36.97,Aceptable,48,Buena calidad,150,Buena calidad,150,Buena calidad,,,,,96.2,Excelente,,,93.8,Excelente,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
